"","Sr","Test Name","Normal Range","Unit","Default Value","Cate","Type","Valid","Highligh"
"","1044","Salmonella Typhi ""O""","Significant Titer 1:80","Ratio","","Standard","List","0 - 500","0 - 160"
"","1045","Salmonella Typhi ""H""","Significant Titer 1:80","Ratio","","Standard","List","0 - 500","0 - 160"
"","1046","salmonella Para Typhi ""A""","Significant Titer 1:80","Ratio","1:40","Standard","Text","0 - 500","0 - 99999"
"","1047","salmonella Para Typhi ""B""","Significant Titer 1:80","Ratio","1:40","Standard","Text","0 - 500","0 - 99999"
"","1048","Days of Absence","03-08","Days","","Standard","Integer","0 - 250","2 - 8"
"","1049","Liquification Time","10-30","Minutes","20","Standard","Integer","0 - 250","10 - 30"
"","1050","Volume","1.0-4.0","ml","","Standard","Decimal","0 - 250","1 - 4"
"","1051","Color","Grey White- Grey Yellow","","Grey White","Standard","Text","0 - 250","0 - 99999"
"","1052","Viscosity","Viscous, Semi Viscous","","Semi Viscous","Standard","Text","0 - 500","0 - 99999"
"","1053","Total Sperm Count","20-90","Million","","Standard","Text","0 - 500","0 - 99999"
"","1054","Actively Motile Sperm","Up to 70","%","","Standard","Text","0 - 100","0 - 99999"
"","1055","Sluggish Motile Sperm","Up to 20","%","","Standard","Text","0 - 500","0 - 99999"
"","1056","Non Motile Sperm","Up to 10","%","","Standard","Text","0 - 500","0 - 99999"
"","1057","Pus Cells","1-2","/HPF","","Standard","Text","0 - 250","0 - 99999"
"","1058","Red Blood Cells","Nil","/HPF","Nil","Standard","Text","0 - 500","0 - 99999"
"","1059","Epithelial Cells","Nil","/HPF","Nil","Standard","Text","0 - 500","0 - 99999"
"","1060","Normal Forms","Up to  80","%","","Standard","Text","0 - 500","0 - 99999"
"","1061","Abnormal Forms","Up to 20","%","","Standard","Text","0 - 500","0 - 99999"
"","1062","PH","5.0-7.0","","","Standard","List","0 - 250","5 - 7"
"","1063","Turbidity","","","","Standard","List","0 - 250","0 - 0"
"","1064","Urobilirubin","Normal","","Normal","Standard","Text","0 - 250","0 - 99999"
"","1065","Pus Cells","1-4","","1-2","Standard","Text","0 - 250","0 - 99999"
"","1066","Epithelial Cells","1-2","","1-3","Standard","Text","0 - 500","0 - 99999"
"","1067","Free T3","3.1 - 6.8","pg/ml","","Standard","Decimal","0 - 12.6","3.1 - 6.8"
"","1068","Free T4","0.93 - 1.7","pmol/l","","Standard","Decimal","0 - 66","0.93 - 1.7"
"","1069","Hemoglobin (HB)","12 - 16","g/dl","","Standard","Decimal","0 - 999","12 - 16"
"","1070","Red Blood Cell (RBC)","3.50 - 5.50","*10^12/l","","Standard","Decimal","0 - 999","3.5 - 5.5"
"","1071","HCT (PCV).","35.0 - 52.0","%","","Standard","Decimal","0 - 999","35 - 54"
"","1072","Mean Cell Hb Conc (MCHC).","31.0 - 38.0","%","","Standard","Decimal","0 - 999","31 - 38"
"","1073","Liquification","20-30","MINUTES","30","Standard","Text","0 - 250","0 - 99999"
"","1074","Appearance","-","","CREAMY WHITE","Standard","Text","0 - 250","0 - 99999"
"","1075","V.D.R.L","Negative","","","Standard","List","0 - 500","0 - 0"
"","1076","Pregnancy","","","","Standard","List","1 - 100","0 - 0"
"","1077","TB Plus (Screening) IgG","Negative","","","Standard","List","0 - 500","0 - 0"
"","1078","TB Plus (Screening) IgM","Negative","","","Standard","List","0 - 500","0 - 0"
"","1079","Anti HIV","Negative","","","Descriptive","List","0 - 500","0 - 0"
"","1080","Hemoglobin (HB)","Female: 11.5 - 14.0Male: 13.5 - 16.5","g/dl","","Standard","Machine","0 - 999999","11.5 - 16.5"
"","1081","C-Reactive Protein (CRP)","Negative","","","Standard","List","0 - 100","0 - 0"
"","1082","Creatinine","Male: 0.7 - 1.1Female: 0.6 - 0.9","mg/dl","","Standard","Decimal","0 - 9999","0.6 - 1.1"
"","1083","BETA HCG","Non Pregnant <5.0Pregnancy 3rd Week 5.8-71.2Pregnancy 4th Week 9.5-750Pregnancy 5th Week 217-7138Pregnancy 6th Week 158-31795Pregnancy 7th Week 3697-163563Pregnancy 8th Week 32065-149571Pregnancy 9th Week 63803-151410","mIU/mL","","Standard","Decimal","0 - 99999999","0 - 50000"
"","1084","PSA Quantitative","< 4.0","ng/mL","","Standard","Text","0 - 500","0 - 99999"
"","1085","Malarial Parasite (MP)","NEGATIVE","","","Descriptive","Text","0 - 250","0 - 99999"
"","1086","TSH","0.3 - 4.2","mIU/L","","Standard","Decimal","0 - 500","0.3 - 4.2"
"","1087","TSH","Adult: 0.3 - 4.2","mIU/L","","Standard","Decimal","0 - 99999","0.3 - 4.2"
"","1088","HDL CHOLESTEROL","No Risk :      > 60Moderate Risk: 40 - 60High Risk :    < 40","mg/dl","","Standard","Decimal","0 - 500","40 - 99999"
"","1089","LDL CHOLESTEROL","Desirable: < 99Above Desirable: 100-129Borderline: 130 - 159High: 160 - 189Very High: > 190","mg/dl","","Standard","Decimal","0 - 999","0 - 160"
"","1090","CHOLESTEROL / HDL CHOLESTEROL RATIO","Desirable: 3.5 to 5.0High: > 5.0","mg/dl","","Standard","Formula","0 - 999999","0 - 5"
"","1091","V.L.D.L","Less than 30 mg/dL	Normal30 to 40 mg/dL		Borderline High40 to 100 mg/dL		HighMore than 100 mg/dL	Very High","mg/dl","","Standard","Decimal","0 - 999","0 - 40"
"","1092","LDL CHOLESTEROL/HDL CHOLESTEROL RATIO","Risk                                              MenVery low (1/2 average)                    1Average risk                                   3.6Moderate risk (2x average)             6.3","","","Standard","Formula","0 - 999999","0 - 6.3"
"","1093","NON-HDL CHOLESTEROL","Desirable :     < 130Above Desirable:  130 – 159Broderline High:  160 – 189High:             190 – 219Very High: > or = 220","","","Standard","Formula","0 - 999999","0 - 190"
"","1094","Duration of Absitence:","3-5 or above","Day","","Standard","Text","0 - 250","0 - 99999"
"","1095","Liquification:","20-30","minutes","","Standard","Decimal","0 - 999","20 - 30"
"","1096","Interval between ejaculation of analysis:","20 or above","minutes","","Standard","Decimal","0 - 999","20 - 99999"
"","1097","Gross:","-","","","Sub Heading","Text","0 - 500","0 - 99999"
"","1098","Volume","1.5-7.6","ml","","Standard","Decimal","0 - 99","1.5 - 7.6"
"","1099","Consistency","thick/thin","-","","Standard","Text","0 - 250","0 - 0"
"","1100","Appearance","milky white","-","","Standard","Text","0 - 250","0 - 0"
"","1101","PH","7.2-8.0","-","","Standard","Decimal","0 - 99","7.2 - 8"
"","1102","MOTILITY","-","#","","Sub Heading","Text","0 - 250","0 - 0"
"","1103","Rapid Progression:","-","%","","Standard","Decimal","0 - 100","0 - 999"
"","1104","Non-Progressive Motility:","-","%","","Standard","Text","0 - 500","0 - 999"
"","1105","Slow Progression:","-","%","","Standard","Text","0 - 500","0 - 999"
"","1106","Immotile","-","%","","Standard","Text","0 - 500","0 - 999"
"","1107","Agglutination","-","-","","Standard","Text","0 - 500","0 - 0"
"","1108","Vitality(%live)","58-92","%","","Standard","Decimal","0 - 100","58 - 92"
"","1109","Concentration:","50-160 millions per ml","ml","","Standard","Decimal","0 - 999","50 - 160"
"","1110","MORPHOLOGY","-","","","Sub Heading","AutoComplete","0 - 500","0 - 0"
"","1111","Normal:","-","%","","Standard","Decimal","0 - 999","0 - 999"
"","1112","Abnormal:","-","%","","Standard","Text","0 - 500","0 - 999"
"","1113","Head Defects:","-","%","","Standard","Text","0 - 500","0 - 999"
"","1114","Tail Defects:","-","%","","Standard","Text","0 - 500","0 - 999"
"","1115","Neck & Midpiece Defects:","-","%","","Standard","Text","0 - 500","0 - 999"
"","1116","Cytoplasmic Droplets:","-","%","","Standard","Text","0 - 500","0 - 999"
"","1117","Headless ""Pinhead"":","-","%","","Standard","Text","0 - 500","0 - 999"
"","1118","Pus Cells","1-2/HPF","-","NIL","Standard","Text","0 - 250","0 - 2"
"","1119","Red Blood Cells","NIL","-","NIL","Standard","Text","0 - 500","0 - 0"
"","1120","Total motility(progressive+non progressive)","40-81","%","NIL","Standard","Decimal","0 - 999","40 - 81"
"","1121","Note","-","","","Descriptive","Text","0 - 500","0 - 99999"
"","1122","Globulins","1.8 - 3.4","g/dl","","Standard","Formula","0 - 999999","1.8 - 3.4"
"","1123","A/G Ratio","1.1 - 2.4","","","Standard","Formula","0 - 999","1.1 - 2.4"
"","1124","BILIRUBIN TOTAL","Adult: 0.2 - 1.2Cord: < 2Newborns, premature:0-1 d 1.0 - 8.01-2 d 6.0 - 12.03-5 d 10.0 - 14.0Newborns, full term:0-1 d 2.0 - 6.01-2 d 6.0 - 10.03-5 d 4.0 - 8.0","mg/dl","","Standard","Decimal","0 - 99","0.2 - 1.2"
"","1125","Globulins","1.8 - 3.4","g/dl","","Standard","Formula","0 - 999999","1.8 - 3.4"
"","1126","After 75 Grams Glucose","+","","","Sub Heading","Text","0 - 500","0 - 99999"
"","1127","Blood Glucose 1/2 hr.","90-170","mg/dl","","Standard","Decimal","0 - 9999","90 - 170"
"","1128","Blood Glucose 1/2 hrs.","90-160","mg/dl","","Standard","Decimal","0 - 9999","90 - 160"
"","1129","Blood Sugar 1/2-HRS","90-140","mg/dl","","Standard","Decimal","0 - 9999","90 - 140"
"","1130","BLOOD SUGAR 1/2 hrs","60-120","mg/dl","","Standard","Decimal","0 - 9999","60 - 120"
"","1131","ALBUMIN / CREATININE RATIO","Children < 2 Years < 0.5Adults & Children > 2 Years < 0.2","-","","Standard","Decimal","0 - 999","0 - 0.5"
"","1132","FSH","Female Follicular 0 - 20Mid cycle 15 - 30Luteal 0 - 20Post Menopausal 40 - 200Male 0 - 20","mIU/ml","","Standard","Decimal","0 - 999","0 - 20"
"","1133","LH","FemaleFollicular phase: 0.90 - 15.0Ovulatory phase: 15.0 - 90.0Luteal phase: 0.80 - 15.0Postmenopause: 10.0 - 65.0Male: 1.20 - 9.0","mIU/ml","","Standard","Decimal","0 - 999","1.2 - 9"
"","1134","Anti Mullerian Hormone (AMH)","Male : 1.43 - 11.60Female :(Age)20 - 24 1.66 - 9.4925 - 29 1.18 - 9.1630 - 34 0.67 - 7.5535 - 39 0.78 - 5.2440 - 44 0.10 - 2.9645 - 50 0.10 - 2.06PCOS 2.41 - 17.10","ng/mL","","Standard","Decimal","0 - 999","1.43 - 11.6"
"","1135","LH","FemaleFollicular phase: 0.90 - 15.0Ovulatory phase: 15.0 - 90.0Luteal phase: 0.80 - 15.0Postmenopause: 10.0 - 65.0","mIU/ml","","Standard","Decimal","0 - 999","0 - 999"
"","1136","FSH","Male: 1.20 - 9.0Female Follicular 0 - 20Mid cycle 15 - 30Luteal 0 - 20Post Menopausal 40 - 200Male 0 - 20","mIU/ml","","Standard","Decimal","0 - 999","1.2 - 9"
"","1137","Remarks","-","","","Descriptive","Text","0 - 500","0 - 99999"
"","1138","Result","-","","","Descriptive","Text","0 - 500","0 - 99999"
"","1139","Remarks","*","*","","Descriptive","Text","0 - 250","0 - 0"
"","1140","Donor Heamoglobin (HB)","F: 11.5 - 14.0 , M: 13.5 - 17.5","g/dl","","Standard","Decimal","0 - 99","11.5 - 17.5"
"","1141","BETA HCG","-","","","Descriptive","Text","0 - 500","0 - 99999"
"","1142","A.N.A Screen IgG","See Below","-","","Descriptive","Text","0 - 250","0 - 0"
"","1143","Brucella IgG","Positive : >1.10Negative: <0.90Grey zone: 0.90 -1.10","IU/ml","","Standard","Decimal","0 - 99","0 - 1.1"
"","1144","BRUCELLA IgM","NEGATIVE	< 0.9BORDERLINE	0.9 - 1.1POSITIVE	> 1.1","IU/ml","","Standard","Decimal","0 - 99","0 - 1.1"
"","1145","HCV BY PCR","-","","","Descriptive","Text","0 - 500","0 - 99999"
"","1146","Reducing Substance","-","","","Descriptive","Text","0 - 500","0 - 99999"
"","1147","Salmonella Typhi igG ELISA","See Below","-","","Descriptive","Text","0 - 500","0 - 0"
"","1148","Urea (Spot Urine)","900 - 3000","mg/dl","","Standard","Decimal","0 - 99999","900 - 3000"
"","1149","Color","-","","","Descriptive","Text","0 - 250","0 - 99999"
"","1150","Turbidity","-","","NIL","Descriptive","Text","0 - 250","0 - 99999"
"","1151","Deposit","-","","NIL","Standard","Text","0 - 250","0 - 99999"
"","1152","Specific Gravity","-","","","Standard","Text","0 - 250","0 - 99999"
"","1153","Glucose","-","","NIL","Standard","Text","0 - 250","0 - 99999"
"","1154","Ketones","-","","NIL","Descriptive","Text","0 - 500","0 - 99999"
"","1155","Protein","-","-","NIL","Descriptive","Text","0 - 250","0 - 0"
"","1156","Bilirubin","-","","NIL","Standard","Text","0 - 250","0 - 99999"
"","1157","Nitrate","-","-","Negative","Descriptive","Text","0 - 250","0 - 0"
"","1158","Haemoglobin","","","NIL","Descriptive","Text","0 - 500","0 - 99999"
"","1159","Urobilirubin","-","","Normal","Standard","Text","0 - 250","0 - 99999"
"","1160","Blood","-","","NIL","Descriptive","Text","0 - 250","0 - 99999"
"","1161","CASTS","-","","","Sub Heading","List","0 - 500","0 - 0"
"","1162","Granular","-","","NIL","Descriptive","Text","0 - 500","0 - 99999"
"","1163","Dead spermatozoa","-","","NIL","Descriptive","Text","0 - 250","0 - 99999"
"","1164","Crystals","-","","","Sub Heading","Text","0 - 250","0 - 99999"
"","1165","Calcium oxalate","-","","NIL","Standard","Text","0 - 500","0 - 99999"
"","1166","Triple Phosphate","-","","NIL","Descriptive","Text","0 - 500","0 - 99999"
"","1167","Calcium phosphate","-","","NIL","Descriptive","Text","0 - 500","0 - 99999"
"","1168","Uric Acid:","-","","NIL","Descriptive","Text","0 - 500","0 - 99999"
"","1169","Amorphous","-","-","NIL","Descriptive","Text","0 - 250","0 - 0"
"","1170","MICROALBUMINURIA (URINE)","Less Than 30","mg/L","","Standard","Decimal","0 - 999","0 - 30"
"","1171","PATIENT'S VALUE","NEGATIVE <20POSITIVE >20","U/ml","","Standard","Decimal","0 - 99","0 - 20"
"","1172","ANTI HEV IgG:","-","","","Descriptive","Text","0 - 500","0 - 99999"
"","1173","Patient Value:","-","","","Descriptive","Text","0 - 500","0 - 99999"
"","1174","ANTI Hbc IgG","REACTIVE:     > 1.0NON REACTIVE: < 1.0","-","","Standard","Decimal","0 - 99","0 - 1"
"","1175","ANTI HBc IgM","REACTIVE: > 1.10NON REACTIVE: < 1.10","-","","Standard","Decimal","0 - 99","0 - 1.1"
"","1176","ANTI GLIADIN IgM","-","","","Descriptive","Text","0 - 500","0 - 99999"
"","1177","CUTOFF","-","","15.00","Descriptive","Text","0 - 500","0 - 99999"
"","1178","Patient Value","-","","","Descriptive","Text","0 - 500","0 - 99999"
"","1179","ANTI GLIADIN IgG","-","","","Descriptive","Text","0 - 500","0 - 99999"
"","1180","C3 (Complement Level 3)","50 - 104","mg/dl","","Standard","Decimal","0 - 999","50 - 104"
"","1181","C4 (Complement Level 4)","50 - 104","mg/dl","","Standard","Decimal","0 - 999","50 - 104"
"","1182","OTHERS","-","","","Sub Heading","Text","0 - 250","0 - 99999"
"","1183","UREA","15 - 50","mg/dl","","Standard","Decimal","0 - 999","15 - 50"
"","1184","CREATININE","MEN: 0.7 - 1.2WOMEN: 0.6 - 1.1CHILDREN:1 Day: 0.6 - 1.23 months: 0.2 - 0.41 years: 0.3 - 0.72 - 12 years: 0.35 - 1.0","mg/dl","","Standard","Decimal","0 - 99","0.6 - 1.2"
"","1185","URIC ACID","FEMALES: 2.3 - 6.1MALES:   3.5 - 8.2","mg/dl","","Standard","Decimal","0 - 99","2.3 - 8.2"
"","1186","Blood Sugar 1-HRS","60-140","mg/dl","","Standard","Decimal","0 - 9999","60 - 140"
"","1187","BLOOD SUGAR FASTING","60-110","mg/dl","","Standard","Decimal","0 - 9999","60 - 110"
"","1188","HDL CHOLESTEROL","NORMAL: > 35","mg/dl","","Standard","Decimal","0 - 999","35 - 0"
"","1189","TOTAL LIPIDS","450 - 1000","mg/dl","","Standard","Decimal","0 - 9999","450 - 1000"
"","1190","S.G.O.T (A.S.T)","MEN:   10-43WOMEN: 10-36","U/L","","Standard","Decimal","0 - 999999","10 - 43"
"","1191","SGPT (ALT)","MEN:   10-43WOMEN: 10-36","U/L","","Standard","Decimal","0 - 9999","10 - 43"
"","1192","ALKALINE PHOSPHATASE","UP TO 305  U/L (37 C) IN AUDULTSUP TO 732 IN CHILDREN(VARIABLE IN BONE GROWING AGE)","U/L","","Standard","Decimal","0 - 9999","0 - 305"
"","1193","PHOSPHATE (SERUM)","Adult  2.5 - 5.0Child   4.0 - 7.0","mg/dl","","Standard","Decimal","0 - 99","2.5 - 5"
"","1194","GAMMA GT","Male: 11-50Female: 07-32","U/L","","Standard","Decimal","0 - 999","7 - 50"
"","1195","AMYLASE","< 481","U/L","","Standard","Decimal","0 - 3000","0 - 481"
"","1196","No Of Stone:","-","","","Descriptive","Text","0 - 500","0 - 99999"
"","1197","Colour:","-","","","Descriptive","Text","0 - 500","0 - 99999"
"","1198","Surface:","-","","","Descriptive","Text","0 - 500","0 - 99999"
"","1199","Size:","-","","","Descriptive","Text","0 - 500","0 - 99999"
"","1200","Shape:","-","","","Descriptive","Text","0 - 500","0 - 99999"
"","1201","Calcium:","-","","Nil","Descriptive","Text","0 - 500","0 - 99999"
"","1202","Phosphorus:","-","","","Descriptive","Text","0 - 500","0 - 99999"
"","1203","Ammonium:","-","","","Descriptive","Text","0 - 500","0 - 99999"
"","1204","Cystine:","-","","","Descriptive","Text","0 - 500","0 - 99999"
"","1205","Oxalate:","-","","","Descriptive","Text","0 - 500","0 - 99999"
"","1206","Magnesium:","-","","","Descriptive","Text","0 - 500","0 - 99999"
"","1207","CONCLUSION:","-","","","Descriptive","AutoComplete","0 - 500","0 - 0"
"","1208","Serum Creatinine","MEN: 0.7 - 1.2WOMEN: 0.6 - 1.1","mg/dl","","Standard","Decimal","0 - 99","0.6 - 1.2"
"","1209","SERUM MAGNESIUM","1.3 - 2.1","mEq/l","","Standard","Decimal","0 - 99","1.3 - 2.1"
"","1210","HbA1c","4.2-6.2 %DIABETIC:-GOOD CONTROL 5.5-6.8%FAIR CONTROL 6.8-7.6%POOR CONTROL ABOVE 7.6%","%","","Standard","Decimal","0 - 100","4.2 - 6.2"
"","1211","PSA (Prostate Specific Antigen) Total","< 40 years:    0.01 - 1.5140 - 49 years: 0.00 - 2.2750 - 59 years: 0.02 - 2.89> 60 years:    0.29 - 4.96","ng/ml","","Standard","Decimal","0 - 99","0 - 4.96"
"","1212","TROPONIN-T","See Below","pg/ml","","Standard","Text","0 - 500","0 - 0"
"","1213","SERUM LITHIUM","0.6 to 1.2 Therapuetic Level > 2.0 Toxic Level","mmol/l","","Standard","Decimal","0 - 99","0 - 2"
"","1214","Anti Ds DNA IgG","Negative= < 1.0Borderline= 1.0 - 1.2Positive= > 1.2","IU/ml","","Standard","Decimal","0 - 99","0 - 1.2"
"","1215","ACTH","10 - 70","pg/ml","","Standard","Decimal","0 - 999","10 - 70"
"","1216","SERUM BICARBONATE","22 - 32","mmol/L","","Standard","Decimal","0 - 999","22 - 32"
"","1217","DHESO4","-","","","Descriptive","Text","0 - 500","0 - 99999"
"","1218","SERUM INSULIN LEVEL (FASTING)","Children < 12 yrs  < 10Adult (Normal) 0.7 - 9.0Diabetic (Type 2) 0.7 - 25","uIU/ml","","Standard","Decimal","0 - 99","0.7 - 9"
"","1219","FIBRINOGEN LEVEL","150 - 375","ng/ml","","Standard","Decimal","0 - 999","150 - 375"
"","1220","Valproic Acid (Depakene, Epilim)","50.0 to 100.0","µg/ml","","Standard","Decimal","0 - 999","50 - 100"
"","1221","C- PEPTIDE LEVEL","0.5 - 3.0","ng/ml","","Standard","Decimal","0 - 99","0.5 - 3"
"","1222","FOLIC ACID","3.00-20.00","ng/ml","","Standard","Decimal","0 - 99","3 - 20"
"","1223","CutOff Value","-","","","Descriptive","Text","0 - 500","0 - 99999"
"","1224","PATIENT'S VALUE","NEGATIVE <20POSITIVE >20","U/ml","","Descriptive","Text","0 - 500","0 - 0"
"","1225","HAV  (IgG) :","-","","","Descriptive","Text","0 - 500","0 - 99999"
"","1226","Cut Off Value:","-","","1.00","Descriptive","Text","0 - 500","0 - 99999"
"","1227","MTB By PCR (Any Specimen)","-","","","Descriptive","Text","0 - 500","0 - 99999"
"","1228","SERUM LIPASE","10-60","U/l","","Standard","Decimal","0 - 1500","10 - 60"
"","1229","IgE","LESS THAN 180.0","IU/ml","","Standard","Decimal","0 - 999","0 - 180"
"","1230","VITAMIN B12 LEVEL","Newborn: 160 - 1300Adult:Male: 200 - 835Female: 200 - 835Adult > 60y : 110 - 800","pg/ml","","Standard","Decimal","0 - 9999","200 - 835"
"","1231","LDL CHOLESTEROL","Desirable: < 99Above Desirable: 100-129Borderline: 130 - 159High: 160 - 189Very High: > 190","mg/dl","","Standard","Formula","0 - 999999","0 - 160"
"","1232","CHOLESTEROL / HDL CHOLESTEROL RATIO","Desirable: 3.5 to 5.0High: > 5.0","mg/dl","","Standard","Formula","0 - 999999","0 - 5"
"","1233","Eosinophil Count","0.04-0.40","10^9/l","","Standard","Decimal","0 - 500","0.04 - 0.4"
"","1234","SPECIMEN:","-","","","Descriptive","AutoComplete","0 - 500","0 - 0"
"","1235","CONCLUSION:-","-","","","Descriptive","Text","0 - 500","0 - 99999"
"","1236","Bleeding Time (BT)","3 - 7","minutes","","Standard","Decimal","0 - 99","3 - 7"
"","1237","RETICULOCYTE COUNT","Adult:		0.20 - 2.0New Born:	2.00 - 6.0","%","","Standard","Decimal","0 - 100","0.2 - 2"
"","1238","LE CELLS","-","","","Descriptive","Text","0 - 500","0 - 99999"
"","1239","Malarial Parasite (MP)","","","","Descriptive","Text","0 - 250","0 - 99999"
"","1240","BLOOD GROUP","-","","","Descriptive","Text","0 - 250","0 - 99999"
"","1241","RH FACTOR","-","","","Descriptive","Text","0 - 250","0 - 99999"
"","1242","Coombs Test Direct","-","","","Descriptive","Text","0 - 250","0 - 99999"
"","1243","Coombs Test Indirect","-","","","Descriptive","Text","0 - 250","0 - 99999"
"","1244","Rh antibody titer","-","","","Descriptive","Text","0 - 250","0 - 99999"
"","1245","GLUCOSE 6 PHOSPHATE DEHYDROGENASE (G6PD) TEST","-","","","Descriptive","Text","0 - 500","0 - 99999"
"","1246","RESULT:","-","","","Descriptive","Text","0 - 500","0 - 99999"
"","1247","24 HOURS URINARY CALCIUM","2.50-7.50","mmol/24 Hrs","","Standard","Decimal","0 - 250","2.5 - 7.5"
"","1248","Bile Salt (Urine)","-","","","Descriptive","Text","0 - 500","0 - 99999"
